"stock","year","mean","se","cv","obs"
"NorthernYukonR.andtribs.",1985,2157.26734377991,0.719971858347967,0.33374252867818,1
"NorthernYukonR.andtribs.",1986,5156.29507567868,0.752004044032503,0.145841933596774,1
"NorthernYukonR.andtribs.",1987,4784.73608367727,1.37723879217263,0.287840074789279,1
"NorthernYukonR.andtribs.",1988,2929.66136867505,1.18222411239428,0.403536096367666,1
"NorthernYukonR.andtribs.",1989,9033.18683581865,0.582364826668569,0.0644694765261978,1
"NorthernYukonR.andtribs.",1990,11277.7828918347,1.41031302338731,0.125052329603578,1
"NorthernYukonR.andtribs.",1991,14785.1296349107,1.67975022332499,0.113610787649691,1
"NorthernYukonR.andtribs.",1992,10232.7173862442,0.724062276347879,0.0707595303395393,1
"NorthernYukonR.andtribs.",1993,12069.3631701757,1.31257221090857,0.108752399973516,1
"NorthernYukonR.andtribs.",1994,12913.1482702204,1.37764487860473,0.106685437956426,1
"NorthernYukonR.andtribs.",1995,11696.5643946648,2.23980597547409,0.191492638342225,1
"NorthernYukonR.andtribs.",1996,7286.1278448784,1.62797355064153,0.223434667261002,1
"NorthernYukonR.andtribs.",1997,10123.8118423099,0.367370189820128,0.0362877338637209,1
"NorthernYukonR.andtribs.",1998,5098.66601718785,2.17220223442179,0.426033442296317,1
"NorthernYukonR.andtribs.",1999,4712.48202296648,2.58541581623858,0.548631443820569,1
"NorthernYukonR.andtribs.",2000,4503.8250921062,1.15787937718107,0.257087998201901,1
"NorthernYukonR.andtribs.",2001,7972.51111770564,0.880448329995896,0.110435509840879,1
"NorthernYukonR.andtribs.",2002,6073.13965442,0.581773380540983,0.0957945006447483,1
"NorthernYukonR.andtribs.",2003,16695.7403189763,1.26997344189525,0.0760657160228951,1
"NorthernYukonR.andtribs.",2004,12281.1310702507,0.681976395182794,0.0555304223431655,1
"NorthernYukonR.andtribs.",2005,9506.29200119162,0.173559498349873,0.0182573287595328,1
"NorthernYukonR.andtribs.",2006,10316.1788458899,0.731063408135523,0.0708657167597272,1
"NorthernYukonR.andtribs.",2007,4737.1686995845,1.25880159741276,0.265728682519406,1
"NorthernYukonR.andtribs.",2008,5481.59340109633,0.419738615933832,0.0765723732537117,1
"NorthernYukonR.andtribs.",2009,7558.80419171298,1.67912780680003,0.222141990215982,1
"NorthernYukonR.andtribs.",2010,1925.12393838362,1.02452757663336,0.532187853574547,1
"NorthernYukonR.andtribs.",2011,4276.96519787669,3.19100737105167,0.746091497923773,1
"NorthernYukonR.andtribs.",2012,4274.98099138686,2.06202198672436,0.482346469113869,1
"NorthernYukonR.andtribs.",2013,6576.35516675808,0.305679848756158,0.0464816514626974,1
"NorthernYukonR.andtribs.",2014,4743.66851028868,2.19532936984865,0.462791479861448,1
"NorthernYukonR.andtribs.",2015,4914.46391083816,2.01320092179516,0.409648124051807,1
"NorthernYukonR.andtribs.",2016,5946.69877063905,1.30206052413173,0.21895518410323,1
"NorthernYukonR.andtribs.",2017,6081.76537291495,3.97121107932284,0.652970122295176,1
"NorthernYukonR.andtribs.",2018,5606.98367710796,0.504145104828142,0.0899137814305493,1
"NorthernYukonR.andtribs.",2019,2822.82227769957,4.8561665686834,1.72032316984578,1
"NorthernYukonR.andtribs.",2020,5036.94320724329,2.68226644241355,0.532518698752918,1
"NorthernYukonR.andtribs.",2021,2996.74597329627,0.159547584081981,0.0532402764544257,1
"NorthernYukonR.andtribs.",2022,2113.50556041883,1.96287273162805,0.928728444527524,1
"NorthernYukonR.andtribs.",2023,2080.72038609345,2.28446860529084,1.09792196037447,1
"Whiteandtribs.",1985,2527.44699926001,0.758631804310697,0.30015735425226,1
"Whiteandtribs.",1986,5031.98235357956,7.39366894266065,1.46933522876945,1
"Whiteandtribs.",1987,2438.05053915599,1.53002111785608,0.627559229508733,1
"Whiteandtribs.",1988,6190.3347128366,9.50496225711746,1.53545207134074,1
"Whiteandtribs.",1989,1122.8390310669,3.75402904390143,3.34333679185913,1
"Whiteandtribs.",1990,4253.23849543779,0.131817334459181,0.0309922273581822,1
"Whiteandtribs.",1991,1286.91547456329,3.70565929467749,2.87948926555181,1
"Whiteandtribs.",1992,4752.67681342832,2.36831015565937,0.498310793817894,1
"Whiteandtribs.",1993,9538.9667551681,0.679302469461461,0.0712134224698313,1
"Whiteandtribs.",1994,8798.93018600067,1.53640430597199,0.174612626023156,1
"Whiteandtribs.",1995,3503.60450725485,0.604453845334716,0.172523423829112,1
"Whiteandtribs.",1996,10278.7534470559,1.51450739129541,0.147343488594836,1
"Whiteandtribs.",1997,4895.94101596474,0.879328958086865,0.179603666633144,1
"Whiteandtribs.",1998,4141.19895339597,0.214146016201923,0.0517111152137025,1
"Whiteandtribs.",1999,3854.10552160683,1.04621976374759,0.271455920934778,1
"Whiteandtribs.",2000,4829.77950418496,1.98612102609491,0.411223954297283,1
"Whiteandtribs.",2001,5129.53905297647,0.957436964163027,0.186651657054344,1
"Whiteandtribs.",2002,2660.31206224129,1.73671126438467,0.652822384649681,1
"Whiteandtribs.",2003,4435.4827973441,1.17438213924813,0.26476985548255,1
"Whiteandtribs.",2004,3880.09871653167,2.11717001708947,0.545648492928542,1
"Whiteandtribs.",2005,4142.4561297342,1.01376773249959,0.244726244708508,1
"Whiteandtribs.",2006,3041.83022488973,0.251981952431408,0.0828389271595664,1
"Whiteandtribs.",2007,3034.87017602538,2.00373287487856,0.660236767525506,1
"Whiteandtribs.",2008,2182.45709367671,2.20431839682336,1.01001683066759,1
"Whiteandtribs.",2009,3450.11476070416,1.04404924171157,0.302612902504868,1
"Whiteandtribs.",2010,727.639973089272,2.049217047786,2.81625133798771,1
"Whiteandtribs.",2011,1980.70413164622,1.98785139791645,1.00360844719615,1
"Whiteandtribs.",2012,2699.08418259553,1.05179058242295,0.389684245198871,1
"Whiteandtribs.",2013,38.1810243540594,0.469488073067076,12.2963718498862,1
"Whiteandtribs.",2014,4460.14615345967,0.306411412765049,0.0686998592024548,1
"Whiteandtribs.",2015,4690.8896791224,1.08077765171325,0.230399290037332,1
"Whiteandtribs.",2016,2490.02582017573,1.30519480969765,0.524169186970735,1
"Whiteandtribs.",2017,3218.65755693565,0.713061331889714,0.221539980341553,1
"Whiteandtribs.",2018,2842.64559988273,1.59591467685802,0.561418798362996,1
"Whiteandtribs.",2019,1968.91413883978,1.33942756429156,0.680287442641271,1
"Whiteandtribs.",2020,1374.98205750463,1.17916960812002,0.857589087569641,1
"Whiteandtribs.",2021,1195.82353859448,0.837025410353588,0.699957295820915,1
"Whiteandtribs.",2022,103.090765293767,0.563174839372317,5.46290288725178,1
"Whiteandtribs.",2023,940.348468299702,0.871560763715826,0.926848708853373,1
"Pelly",1985,7572.35779521503,1.34373748679681,0.177452984015879,1
"Pelly",1986,14725.1329434602,0.686291453377415,0.0466068086456371,1
"Pelly",1987,10566.4172520647,1.69332394133975,0.160255259748414,1
"Pelly",1988,7062.77886166907,1.17910432525403,0.16694623296975,1
"Pelly",1989,7709.50162560215,1.61726679587974,0.209775790241619,1
"Pelly",1990,12895.6215948646,1.44717125136545,0.112221907313235,1
"Pelly",1991,10152.8585446513,0.880460111731801,0.0867204155223496,1
"Pelly",1992,14610.1397094761,1.61309267012685,0.110409120118174,1
"Pelly",1993,6872.77430122497,2.907469096497,0.423041550481119,1
"Pelly",1994,8054.35799748767,1.33783596862033,0.166100882160642,1
"Pelly",1995,7440.31613711616,1.6255709427837,0.218481434501756,1
"Pelly",1996,7992.47805100345,1.9212062422242,0.240376793025162,1
"Pelly",1997,9494.89108988791,1.53106791429035,0.161251761583758,1
"Pelly",1998,5856.84195849757,0.857654964156792,0.146436419188747,1
"Pelly",1999,6589.58185325382,0.552825182535211,0.0838938182795675,1
"Pelly",2000,8778.51007973147,1.77652397124561,0.202371923607787,1
"Pelly",2001,10973.7954017387,1.96767105441498,0.179306336812442,1
"Pelly",2002,4435.68758705939,1.17182130660658,0.264180306571913,1
"Pelly",2003,13426.7465353262,1.62101604781627,0.120730367818542,1
"Pelly",2004,10411.1756915613,1.4357354237119,0.137903294137628,1
"Pelly",2005,11119.3645651104,1.7539718156664,0.157740292207875,1
"Pelly",2006,10905.7081411911,1.30773343978951,0.119912748705439,1
"Pelly",2007,7690.20697894233,0.252374207251767,0.0328176091934625,1
"Pelly",2008,4409.78359311466,1.58290061834233,0.358951995017132,1
"Pelly",2009,16699.3274221236,3.01985822952814,0.180837117160022,1
"Pelly",2010,11155.0015941191,0.955993232316865,0.0857008602151041,1
"Pelly",2011,8656.67413939485,1.91800950161153,0.221564248662548,1
"Pelly",2012,6288.80915692934,2.1009050039955,0.334070402133385,1
"Pelly",2013,3635.06595262612,2.73881752914158,0.753443696712833,1
"Pelly",2014,5227.77448333171,1.88319162389011,0.360228167816822,1
"Pelly",2015,13275.8664430902,0.3711961318421,0.027960218900462,1
"Pelly",2016,12704.1470586113,2.19255832569685,0.17258603159908,1
"Pelly",2017,8491.60896230884,2.61153292539611,0.307542768041693,1
"Pelly",2018,7345.32721372692,1.19591964706237,0.162813665377281,1
"Pelly",2019,3970.14934422157,0.810197391518423,0.204072270655924,1
"Pelly",2020,4581.08729434286,0.755660205952313,0.164952151618126,1
"Pelly",2021,4840.56699094119,0.952283076640299,0.196729655518132,1
"Pelly",2022,930.733284492599,0.57386912544513,0.616577418049449,1
"Pelly",2023,1839.1209727272,0.415081051094039,0.225695349707487,1
"Stewart",1985,5082.16614769576,0.921401273899553,0.181300895547721,1
"Stewart",1986,6978.73809151301,1.28832494642146,0.184607149534415,1
"Stewart",1987,2718.32557323784,0.612005508532192,0.225140621328601,1
"Stewart",1988,2590.54621971433,1.1764905249017,0.454147668143684,1
"Stewart",1989,2785.71376818705,1.22680735396247,0.44039246528938,1
"Stewart",1990,2994.8354398214,1.52159766314454,0.508073880425056,1
"Stewart",1991,3633.13645570256,0.779313126163498,0.214501474322631,1
"Stewart",1992,3262.69479497212,0.561196420453132,0.172003958604387,1
"Stewart",1993,1440.49954314397,1.13323674808892,0.786697054839443,1
"Stewart",1994,4195.61758088928,1.96375377048095,0.468048799162655,1
"Stewart",1995,6190.45762785642,0.71720137949984,0.115855954860673,1
"Stewart",1996,3178.71517383842,2.22667475898529,0.70049521181116,1
"Stewart",1997,5217.68227615616,1.62754830130067,0.311929361574633,1
"Stewart",1998,3025.7754780568,3.35781154401205,1.10973585725815,1
"Stewart",1999,2417.8115029686,2.02738757357655,0.838521766931508,1
"Stewart",2000,2367.19609587201,3.48297655323957,1.47135108887401,1
"Stewart",2001,3962.25431524638,4.10506221515223,1.03604208325456,1
"Stewart",2002,2807.81873243628,10.3231448648636,3.67657097860674,1
"Stewart",2003,1647.90136526223,2.55026091180202,1.54758104190065,1
"Stewart",2004,2800.05744760334,0.942262213452497,0.336515314805063,1
"Stewart",2005,1962.25525321731,0.70458182387946,0.359067365330901,1
"Stewart",2006,6266.262343692,0.797001174384899,0.127189244667869,1
"Stewart",2007,9878.72480674787,0.64236153780887,0.065024742603427,1
"Stewart",2008,1886.8198107551,0.256010383344314,0.135683535801895,1
"Stewart",2009,3975.67698224275,0.437764056411087,0.110110569436689,1
"Stewart",2010,852.028834061454,1.63644808071751,1.92064870964153,1
"Stewart",2011,8865.42914044321,0.559016946640478,0.0630558247981813,1
"Stewart",2012,605.166493044981,1.61808940974003,2.67379213544753,1
"Stewart",2013,965.158411920879,1.09970843767847,1.13940719377848,1
"Stewart",2014,2876.54557777638,1.48614459778815,0.516642117291588,1
"Stewart",2015,3929.21159030008,0.492746532202562,0.125405955082437,1
"Stewart",2016,5055.8587202098,0.258852849163346,0.0511985922645806,1
"Stewart",2017,2832.34737287695,0.717047532398985,0.253163697103525,1
"Stewart",2018,2715.35359507659,1.50205506354712,0.553171073657076,1
"Stewart",2019,2668.70134739304,0.56127505809554,0.210317673292228,1
"Stewart",2020,1496.11513966169,1.59429243264095,1.06562148218182,1
"Stewart",2021,2579.22269800867,1.1306954103748,0.438386111927352,1
"Stewart",2022,34.9543300773209,1.3222647810706,37.8283542595631,1
"Stewart",2023,530.210836072519,0.68389524275058,1.28985527307677,1
"Nordenskiold",1985,3111.36587924355,0.383043289390407,0.123110975776187,1
"Nordenskiold",1986,1682.73892779895,0.785085146350643,0.466551960842522,1
"Nordenskiold",1987,570.646373235441,1.56040545877733,2.73445259965497,1
"Nordenskiold",1988,780.604131167794,0.839927100611168,1.07599622788907,1
"Nordenskiold",1989,442.568381029649,1.69062323814514,3.82002716554638,1
"Nordenskiold",1990,289.336876583966,1.16193350087068,4.01585001742245,1
"Nordenskiold",1991,411.881217513012,1.73891642768673,4.22188814092207,1
"Nordenskiold",1992,618.412405138014,0.763488603563243,1.23459457995971,1
"Nordenskiold",1993,1182.29568461146,0.516265176320331,0.436663334764681,1
"Nordenskiold",1994,3075.20919356842,0.574633656935211,0.186860021795271,1
"Nordenskiold",1995,5507.67732496451,2.07739437548561,0.377181569092556,1
"Nordenskiold",1996,3232.6029112813,0.822638505421417,0.25448176840729,1
"Nordenskiold",1997,1176.60381088734,2.33153779847796,1.98158273575505,1
"Nordenskiold",1998,2673.4356413893,1.4395334681406,0.538458246704798,1
"Nordenskiold",1999,2123.33409078273,2.42085454446598,1.14011947294341,1
"Nordenskiold",2000,3008.04314386048,1.93311663868569,0.642649239466944,1
"Nordenskiold",2001,7951.80256397798,0.216679452294536,0.027249098622758,1
"Nordenskiold",2002,1200.69004509864,0.840128674831759,0.699704872428373,1
"Nordenskiold",2003,1173.38651456694,1.31193455467956,1.11807536424923,1
"Nordenskiold",2004,2046.93802873011,0.913428678620655,0.446241491339789,1
"Nordenskiold",2005,664.633833348498,0.955860831168734,1.43817660673848,1
"Nordenskiold",2006,3948.57394140356,0.792209295276515,0.20063174883713,1
"Nordenskiold",2007,2083.5802527585,1.11591687591151,0.535576623186997,1
"Nordenskiold",2008,698.846307099783,1.02044684870178,1.46018779570667,1
"Nordenskiold",2009,1545.46964274567,0.071740841386098,0.0464200909560694,1
"Nordenskiold",2010,1784.66016291462,0.826195224295941,0.462942604684266,1
"Nordenskiold",2011,587.971487223316,1.02176192798176,1.73777462034258,1
"Nordenskiold",2012,987.37865240313,1.01162645736094,1.02455775694441,1
"Nordenskiold",2013,2275.8518465023,0.462600218785834,0.203264645498253,1
"Nordenskiold",2014,578.412783731122,0.37948890940323,0.656086656583366,1
"Nordenskiold",2015,3805.67009074902,0.362733309550838,0.0953139134242311,1
"Nordenskiold",2016,4401.82509940736,0.300465733725161,0.0682593530955182,1
"Nordenskiold",2017,3235.54937496641,0.201894992558301,0.0623989836534011,1
"Nordenskiold",2018,2294.85835106225,0.19827010125339,0.0863975334955268,1
"Nordenskiold",2019,558.247323928285,0.497329647609676,0.890876904003869,1
"Nordenskiold",2020,1651.37736329218,0.265272549398621,0.160637147689716,1
"Nordenskiold",2021,1135.86251798742,0.812301429842182,0.715140623956375,1
"Nordenskiold",2022,637.430722379927,0.568568709665447,0.891969416758929,1
"Nordenskiold",2023,819.050507177415,1.10329887381147,1.34704620062275,1
"YukonR.Teslinheadwaters",1985,8649.16123193256,0.691806002153403,0.0799853284731549,1
"YukonR.Teslinheadwaters",1986,14621.1999312611,0.093641636786109,0.00640451106792519,1
"YukonR.Teslinheadwaters",1987,3501.62422351995,0.731674268875701,0.208952823652847,1
"YukonR.Teslinheadwaters",1988,2949.36264379169,1.05227754425539,0.356781335950801,1
"YukonR.Teslinheadwaters",1989,2534.78260433082,0.59755473988883,0.235742007566201,1
"YukonR.Teslinheadwaters",1990,3398.44745530469,0.663645939323531,0.19527915262825,1
"YukonR.Teslinheadwaters",1991,4525.75618616977,0.641151238451267,0.141667206998591,1
"YukonR.Teslinheadwaters",1992,13840.6725632985,0.982320358040372,0.0709734554840353,1
"YukonR.Teslinheadwaters",1993,7638.65223612386,0.549340195419094,0.0719158535351584,1
"YukonR.Teslinheadwaters",1994,4332.37824187224,0.0892762836508583,0.0206067611521097,1
"YukonR.Teslinheadwaters",1995,7579.50810874276,0.780200259668357,0.102935473974679,1
"YukonR.Teslinheadwaters",1996,10950.3710364782,0.967961681475104,0.0883953318340176,1
"YukonR.Teslinheadwaters",1997,7633.71064101209,0.73526027539554,0.0963175459448719,1
"YukonR.Teslinheadwaters",1998,3995.05046354974,0.48915189447873,0.122439478284863,1
"YukonR.Teslinheadwaters",1999,4709.78914103693,0.439970322976509,0.0934161402562584,1
"YukonR.Teslinheadwaters",2000,4866.69993652331,0.67933261001471,0.139587938207675,1
"YukonR.Teslinheadwaters",2001,7881.32627734178,0.28234365326419,0.0358243832736511,1
"YukonR.Teslinheadwaters",2002,1377.00757013976,0.213429373631146,0.154995061943983,1
"YukonR.Teslinheadwaters",2003,2645.03818190833,0.517130315946839,0.195509584505787,1
"YukonR.Teslinheadwaters",2004,2961.39544486207,0.805985265251662,0.272164011952548,1
"YukonR.Teslinheadwaters",2005,12421.6234277814,0.367278905207411,0.0295677056499699,1
"YukonR.Teslinheadwaters",2006,1799.87389247182,0.854323523167821,0.474657433913081,1
"YukonR.Teslinheadwaters",2007,3510.64545171768,0.704043127737551,0.200545209540621,1
"YukonR.Teslinheadwaters",2008,1010.03881347791,0.971279308733458,0.96162572742033,1
"YukonR.Teslinheadwaters",2009,4308.77591545531,0.339519160481487,0.0787971264097661,1
"YukonR.Teslinheadwaters",2010,2984.91208944334,1.00237955457706,0.335815435946052,1
"YukonR.Teslinheadwaters",2011,4269.82651654201,0.770284531725906,0.180401833362948,1
"YukonR.Teslinheadwaters",2012,3398.6490961845,0.890790803914463,0.262101434630163,1
"YukonR.Teslinheadwaters",2013,1637.47159222511,1.09274326766025,0.667335710035342,1
"YukonR.Teslinheadwaters",2014,4189.70082427466,0.253791161798802,0.0605750082030594,1
"YukonR.Teslinheadwaters",2015,5015.70405020233,0.0624672442070184,0.0124543321499398,1
"YukonR.Teslinheadwaters",2016,11631.9340419975,0.546039120073716,0.0469431066323298,1
"YukonR.Teslinheadwaters",2017,12329.3618735071,0.303215741600348,0.0245929793213295,1
"YukonR.Teslinheadwaters",2018,7334.59933375766,0.183229310726239,0.0249815023818577,1
"YukonR.Teslinheadwaters",2019,5247.2286392768,0.390964651399089,0.0745087889772179,1
"YukonR.Teslinheadwaters",2020,2843.34182347877,0.713276494871543,0.250858510567282,1
"YukonR.Teslinheadwaters",2021,2012.79581145437,0.368125025120418,0.182892384327064,1
"YukonR.Teslinheadwaters",2022,353.926847642978,0.808411589359486,2.2841205597801,1
"YukonR.Teslinheadwaters",2023,3271.2391353021,0.766066396916997,0.234182328234543,1
"MiddleYukonR.andtribs.",1985,13126.8260273442,0.581976525584838,0.0443349004833718,1
"MiddleYukonR.andtribs.",1986,18632.1911538816,1.03476704090322,0.0555365191542517,1
"MiddleYukonR.andtribs.",1987,13861.1493999174,0.232319050753471,0.0167604463418348,1
"MiddleYukonR.andtribs.",1988,9377.4646671996,0.921960581799063,0.0983166148334195,1
"MiddleYukonR.andtribs.",1989,22226.7874969991,0.755871501987041,0.0340072312334427,1
"MiddleYukonR.andtribs.",1990,10296.1367193739,0.380743975612771,0.0369793045673467,1
"MiddleYukonR.andtribs.",1991,28168.4712678388,0.723452022920578,0.025683041725682,1
"MiddleYukonR.andtribs.",1992,15697.6371649362,0.638076302910814,0.0406479202064936,1
"MiddleYukonR.andtribs.",1993,13787.3728428048,0.99544651709995,0.0721998692897783,1
"MiddleYukonR.andtribs.",1994,11382.9493274749,0.676080791257439,0.0593941668198058,1
"MiddleYukonR.andtribs.",1995,31006.862751949,0.294153254603119,0.00948671450434403,1
"MiddleYukonR.andtribs.",1996,21413.6338973711,0.723389721802847,0.0337817357516164,1
"MiddleYukonR.andtribs.",1997,41876.8696791862,0.614266335416511,0.0146683918860778,1
"MiddleYukonR.andtribs.",1998,7014.60622186128,0.524426730690916,0.0747621055415087,1
"MiddleYukonR.andtribs.",1999,10665.4029912883,0.884159374240207,0.0828997624339563,1
"MiddleYukonR.andtribs.",2000,17550.3256863314,0.645932594935598,0.0368045930588437,1
"MiddleYukonR.andtribs.",2001,33392.6319828707,1.22514452105084,0.0366890672672731,1
"MiddleYukonR.andtribs.",2002,24770.3987040942,0.903533644720266,0.0364763464453613,1
"MiddleYukonR.andtribs.",2003,16910.6788359385,0.16386029456186,0.00968975262031613,1
"MiddleYukonR.andtribs.",2004,13414.8389969177,1.21472630141689,0.0905509415130511,1
"MiddleYukonR.andtribs.",2005,22016.625928567,0.621218511760004,0.0282158816603212,1
"MiddleYukonR.andtribs.",2006,24658.1242129521,0.402643503955511,0.0163290402983701,1
"MiddleYukonR.andtribs.",2007,5942.42752096562,0.965667308656613,0.162503842958054,1
"MiddleYukonR.andtribs.",2008,14985.784682839,0.723959333426765,0.0483097381117326,1
"MiddleYukonR.andtribs.",2009,12936.751678567,0.885824709115189,0.0684735033279473,1
"MiddleYukonR.andtribs.",2010,7172.51550265553,0.539878659974252,0.0752704765537794,1
"MiddleYukonR.andtribs.",2011,14575.5205781531,0.223017879320078,0.0153008517345414,1
"MiddleYukonR.andtribs.",2012,5942.96090194533,1.12418500779226,0.189162443829015,1
"MiddleYukonR.andtribs.",2013,12703.9828845064,0.806069780576049,0.0634501626697813,1
"MiddleYukonR.andtribs.",2014,21282.1911517281,0.448951575410466,0.0210951763476672,1
"MiddleYukonR.andtribs.",2015,30386.3947603199,0.85545742340195,0.0281526462796781,1
"MiddleYukonR.andtribs.",2016,17935.9628882586,0.672026699729778,0.0374681138624403,1
"MiddleYukonR.andtribs.",2017,26304.1042460527,1.01183535686425,0.0384668243175812,1
"MiddleYukonR.andtribs.",2018,23390.2188637087,0.501393220398599,0.0214360208991691,1
"MiddleYukonR.andtribs.",2019,13991.8471048932,0.469012179831995,0.0335203905757357,1
"MiddleYukonR.andtribs.",2020,8987.08241876765,1.01815168961753,0.113290569973113,1
"MiddleYukonR.andtribs.",2021,9825.56318697014,0.542901930785423,0.0552540267111992,1
"MiddleYukonR.andtribs.",2022,6786.53093289368,0.601731677748423,0.0886655765218554,1
"MiddleYukonR.andtribs.",2023,3040.49729104899,0.594541029174281,0.195540719909393,1
"UpperYukonR.",1985,2127.31777813992,0.569415191090394,0.267668139166439,1
"UpperYukonR.",1986,3745.44921638153,0.141412724828932,0.0377558783097185,1
"UpperYukonR.",1987,1536.20790077751,0.655148698704442,0.426471376935932,1
"UpperYukonR.",1988,11557.861766867,0.370195341031684,0.0320297429142927,1
"UpperYukonR.",1989,2387.57369848509,0.800778835807574,0.335394394868592,1
"UpperYukonR.",1990,2483.71122796851,0.480769669370878,0.193569068721452,1
"UpperYukonR.",1991,3485.75894453112,0.560767048028579,0.160873731360104,1
"UpperYukonR.",1992,10217.1016286558,0.521644255703496,0.0510559916758041,1
"UpperYukonR.",1993,3096.91405839829,0.511480637686116,0.165158163268713,1
"UpperYukonR.",1994,2178.64974505469,0.493808802605133,0.226658187588909,1
"UpperYukonR.",1995,3999.10708471146,0.331813926491431,0.0829720033654392,1
"UpperYukonR.",1996,6108.00365591291,0.248171495478012,0.0406305414106566,1
"UpperYukonR.",1997,7969.49748065686,0.415990969971934,0.0521978921483576,1
"UpperYukonR.",1998,13738.7215364663,0.358966772162771,0.0261281059675004,1
"UpperYukonR.",1999,2293.92323011287,0.3972122914452,0.173158493811345,1
"UpperYukonR.",2000,2328.63250569056,0.530442227102256,0.227791300604967,1
"UpperYukonR.",2001,2750.73488344922,0.385942798324902,0.140305341909562,1
"UpperYukonR.",2002,1915.51455132973,0.240489810129784,0.125548412024768,1
"UpperYukonR.",2003,4611.12818502959,0.490740505498518,0.106425257725809,1
"UpperYukonR.",2004,5304.30680629301,0.0619353293172284,0.0116764228727774,1
"UpperYukonR.",2005,2180.93923668487,0.395250831794571,0.181229639572798,1
"UpperYukonR.",2006,2189.41839174363,0.383291550331482,0.175065465685721,1
"UpperYukonR.",2007,1258.07123546085,0.217307179988498,0.172730425641514,1
"UpperYukonR.",2008,5596.56812879324,0.0597854549009569,0.010682520702888,1
"UpperYukonR.",2009,7326.65837416426,0.0926553026747962,0.0126463249605746,1
"UpperYukonR.",2010,1831.83012900957,0.263467368830507,0.14382740225643,1
"UpperYukonR.",2011,1864.7886903941,0.0547093797624688,0.0293381121648194,1
"UpperYukonR.",2012,7921.72014109173,0.0389834451754269,0.0049210833608235,1
"UpperYukonR.",2013,1547.12857070834,0.169564955791489,0.109599783109076,1
"UpperYukonR.",2014,6255.16428284099,0.375435659985072,0.0600201118642013,1
"UpperYukonR.",2015,3275.47458946926,0.234460133536502,0.0715805075363117,1
"UpperYukonR.",2016,2571.0040259681,0.542406995379486,0.210970885265434,1
"UpperYukonR.",2017,6509.44354586502,0.340995713433206,0.0523847716061408,1
"UpperYukonR.",2018,4848.1608543294,0.521014825766939,0.107466489133023,1
"UpperYukonR.",2019,4322.91207973038,0.313550596823361,0.0725322632152437,1
"UpperYukonR.",2020,1781.54612565605,0.378468654710896,0.212438313698741,1
"UpperYukonR.",2021,3554.1657404547,0.613403141279723,0.172587095277455,1
"UpperYukonR.",2022,712.963054844586,0.136863806684578,0.191964795026317,1
"UpperYukonR.",2023,1867.514102017,0.354450198023603,0.189797869606865,1
